airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-06,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,In-flight meal not included,11992
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No Info,12819
Spicejet,2019-05-24,Kolkata,Bangalore,15:55:00,21:25:00,330,1.0,No Info,7804
Jet Airways,2019-05-15,Kolkata,Bangalore,18:55:00,08:15:00,800,1.0,In-flight meal not included,9663
Jet Airways,2019-03-15,Bangalore,New Delhi,08:55:00,18:25:00,570,1.0,In-flight meal not included,9134
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14533
Air Asia,2019-04-18,Bangalore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,8073
Indigo,2019-06-03,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6938
Multiple Carriers,2019-06-06,Delhi,Cochin,07:10:00,22:30:00,920,1.0,No Info,7038
Air India,2019-06-03,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7480
Multiple Carriers,2019-06-24,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13377
Air India,2019-03-24,Kolkata,Bangalore,09:10:00,07:55:00,1365,2.0,No Info,15187
Multiple Carriers,2019-05-21,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,14067
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,15554
Jet Airways,2019-03-18,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,In-flight meal not included,4995
Go Air,2019-06-12,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,4959
Indigo,2019-05-21,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5054
Jet Airways,2019-05-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Air India,2019-06-12,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,8991
Jet Airways,2019-06-06,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,14714
Indigo,2019-06-03,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Jet Airways,2019-03-01,Bangalore,New Delhi,14:05:00,21:20:00,435,1.0,No Info,36235
Jet Airways,2019-03-06,Bangalore,New Delhi,08:00:00,20:20:00,740,1.0,No Info,16736
Jet Airways,2019-05-06,Kolkata,Bangalore,09:35:00,10:55:00,1520,1.0,No Info,13067
Air India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480,1.0,No Info,15407
Jet Airways,2019-06-24,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Air India,2019-03-03,Bangalore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,11423
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1610,1.0,In-flight meal not included,14053
Spicejet,2019-03-24,Bangalore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,3527
Jet Airways,2019-06-12,Kolkata,Bangalore,14:05:00,20:45:00,400,1.0,In-flight meal not included,9899
Air India,2019-06-12,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,9443
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1.0,No Info,12032
Spicejet,2019-06-15,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,510,1.0,No Info,15411
Indigo,2019-04-21,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Indigo,2019-06-03,Kolkata,Bangalore,17:15:00,19:50:00,155,0.0,No Info,4804
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,14053
Air India,2019-03-06,Mumbai,Hyderabad,09:15:00,09:15:00,1440,1.0,No Info,9535
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13014
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13292
Air India,2019-06-06,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10441
Indigo,2019-03-18,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,3342
Air India,2019-05-27,Bangalore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Air India,2019-03-09,Bangalore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,7801
Multiple Carriers,2019-06-06,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7530
Indigo,2019-03-01,Delhi,Cochin,04:55:00,21:20:00,985,2.0,No Info,10278
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,6883
Air India,2019-05-24,Kolkata,Bangalore,09:10:00,04:40:00,1170,2.0,No Info,6117
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Air India,2019-03-01,Bangalore,New Delhi,11:05:00,19:50:00,525,1.0,1 Long layover,14594
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,365,1.0,No Info,15764
Multiple Carriers,2019-05-24,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,7740
Vistara,2019-05-09,Kolkata,Bangalore,07:10:00,23:25:00,975,1.0,No Info,8085
Multiple Carriers,2019-06-12,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,10877
Air India,2019-05-03,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Jet Airways,2019-04-21,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,16108
Jet Airways,2019-04-09,Bangalore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Spicejet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,10368
Jet Airways,2019-04-01,Kolkata,Bangalore,18:55:00,19:50:00,1495,1.0,No Info,12681
Jet Airways,2019-03-06,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,17024
Multiple Carriers,2019-06-12,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No Info,12192
Multiple Carriers,2019-05-21,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,9627
Jet Airways,2019-06-06,Kolkata,Bangalore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,10844
Jet Airways,2019-05-21,Kolkata,Bangalore,20:00:00,04:40:00,520,1.0,In-flight meal not included,10844
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,9316
Jet Airways,2019-04-01,Kolkata,Bangalore,08:25:00,19:50:00,685,1.0,No Info,12681
Air India,2019-05-21,Delhi,Cochin,13:20:00,19:15:00,1795,2.0,No Info,13276
Indigo,2019-03-09,Delhi,Cochin,07:35:00,12:00:00,265,1.0,No Info,6937
Spicejet,2019-05-01,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2017
Jet Airways,2019-06-21,Bangalore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,7754
Air Asia,2019-05-03,Kolkata,Bangalore,10:20:00,12:55:00,155,0.0,No Info,4409
Air Asia,2019-05-03,Bangalore,Delhi,04:55:00,07:45:00,170,0.0,No Info,6181
Jet Airways,2019-06-06,Kolkata,Bangalore,18:55:00,22:35:00,1660,1.0,In-flight meal not included,10844
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,13014
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No Info,16079
Multiple Carriers,2019-05-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,9021
Spicejet,2019-03-15,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No Info,3847
Jet Airways,2019-06-09,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10577
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,6076
Jet Airways,2019-04-03,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Indigo,2019-06-03,Bangalore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Multiple Carriers,2019-05-01,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,15373
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,9732
Vistara,2019-03-09,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,6627
Air India,2019-06-12,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,3100
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,10262
Air Asia,2019-05-24,Kolkata,Bangalore,07:35:00,23:30:00,955,1.0,No Info,5192
Air India,2019-03-06,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,9417
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,13:20:00,375,1.0,No Info,14486
Air India,2019-03-15,Bangalore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,7276
Air India,2019-05-27,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,12436
Indigo,2019-06-15,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Indigo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Indigo,2019-03-09,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,6937
Indigo,2019-03-21,Mumbai,Hyderabad,09:10:00,10:35:00,85,0.0,No Info,4049
Jet Airways,2019-03-24,Kolkata,Bangalore,13:55:00,22:35:00,520,1.0,No Info,14231
Jet Airways,2019-03-06,Delhi,Cochin,19:45:00,19:45:00,1440,1.0,No Info,17024
Indigo,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,6838
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,17057
Spicejet,2019-05-27,Kolkata,Bangalore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Air India,2019-03-12,Bangalore,New Delhi,17:25:00,23:25:00,1800,2.0,No Info,12725
Indigo,2019-03-03,Bangalore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,8855
Indigo,2019-05-01,Bangalore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Vistara,2019-05-06,Kolkata,Bangalore,07:10:00,18:50:00,700,1.0,No Info,8610
Jet Airways,2019-05-15,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Indigo,2019-03-01,Kolkata,Bangalore,20:25:00,23:05:00,160,0.0,No Info,4778
Air India,2019-03-09,Delhi,Cochin,23:00:00,07:40:00,520,1.0,No Info,10840
Indigo,2019-05-18,Bangalore,Delhi,01:30:00,04:15:00,165,0.0,No Info,5780
Air India,2019-04-24,Bangalore,Delhi,17:00:00,19:45:00,165,0.0,No Info,6121
Jet Airways,2019-05-18,Kolkata,Bangalore,08:25:00,16:20:00,475,1.0,No Info,14781
Jet Airways,2019-05-21,Kolkata,Bangalore,14:05:00,19:50:00,345,1.0,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,16704
Air India,2019-06-24,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,9443
Indigo,2019-04-09,Bangalore,Delhi,10:10:00,13:00:00,170,0.0,No Info,4423
Spicejet,2019-05-15,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,5409
Multiple Carriers,2019-03-03,Delhi,Cochin,10:00:00,01:35:00,935,1.0,No Info,16863
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,10909
Vistara,2019-04-01,Kolkata,Bangalore,17:00:00,20:20:00,1640,1.0,No Info,9135
Indigo,2019-05-01,Kolkata,Bangalore,17:15:00,19:50:00,155,0.0,No Info,4804
Indigo,2019-03-03,Kolkata,Bangalore,20:25:00,23:05:00,160,0.0,No Info,6038
Multiple Carriers,2019-05-27,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,12717
Indigo,2019-04-15,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Jet Airways,2019-03-24,Kolkata,Bangalore,08:25:00,23:25:00,900,1.0,In-flight meal not included,10031
Go Air,2019-05-12,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,3898
Jet Airways,2019-03-21,Bangalore,New Delhi,11:40:00,12:15:00,1475,1.0,In-flight meal not included,7832
Air India,2019-06-12,Kolkata,Bangalore,12:00:00,18:30:00,1830,2.0,No Info,9416
Spicejet,2019-03-15,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Indigo,2019-05-18,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Spicejet,2019-04-27,Kolkata,Bangalore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-15,Kolkata,Bangalore,09:35:00,19:10:00,575,1.0,In-flight meal not included,12384
Jet Airways,2019-05-09,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Indigo,2019-03-21,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,4049
Jet Airways,2019-05-18,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,15129
Air India,2019-05-09,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,13039
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,16108
Jet Airways,2019-03-06,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,No Info,17234
Go Air,2019-05-27,Bangalore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3398
Spicejet,2019-06-01,Kolkata,Bangalore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-12,Bangalore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,3502
Indigo,2019-04-27,Kolkata,Bangalore,11:30:00,14:05:00,155,0.0,No Info,4804
Jet Airways,2019-05-09,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-05-18,Bangalore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Air India,2019-03-15,Kolkata,Bangalore,20:45:00,23:20:00,155,0.0,No Info,4435
Vistara,2019-05-18,Kolkata,Bangalore,17:00:00,20:20:00,1640,1.0,No Info,9555
Indigo,2019-04-24,Bangalore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,12:35:00,1490,2.0,No Info,13882
Air India,2019-06-09,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Jet Airways,2019-03-06,Bangalore,New Delhi,22:50:00,05:05:00,375,1.0,No Info,19225
Jet Airways,2019-06-06,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10660
Jet Airways,2019-03-09,Delhi,Cochin,15:05:00,18:50:00,1665,1.0,No Info,16289
Indigo,2019-05-09,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6734
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Air India,2019-05-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Indigo,2019-03-03,Bangalore,New Delhi,07:30:00,12:20:00,290,1.0,No Info,6220
Indigo,2019-06-01,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Indigo,2019-04-01,Kolkata,Bangalore,04:40:00,07:15:00,155,0.0,No Info,4174
Air India,2019-05-21,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Spicejet,2019-06-21,Bangalore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3919
Indigo,2019-03-03,Bangalore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,6860
Jet Airways,2019-03-09,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No Info,14861
Indigo,2019-05-12,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Jet Airways,2019-04-09,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,17531
Multiple Carriers,2019-05-27,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,7198
Indigo,2019-05-21,Kolkata,Bangalore,21:00:00,02:15:00,315,1.0,No Info,7228
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,6853
Jet Airways,2019-03-21,Bangalore,New Delhi,16:55:00,11:25:00,1110,1.0,In-flight meal not included,7832
Air India,2019-05-18,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,7480
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No Info,14714
Air India,2019-05-09,Kolkata,Bangalore,09:25:00,13:45:00,1700,2.0,No Info,11542
Indigo,2019-03-27,Delhi,Cochin,14:20:00,22:20:00,480,1.0,No Info,6938
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,21:00:00,640,1.0,In-flight meal not included,6007
Jet Airways,2019-05-12,Kolkata,Bangalore,17:00:00,10:55:00,1075,1.0,No Info,14151
Indigo,2019-05-21,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Spicejet,2019-04-24,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No Info,3971
Jet Airways,2019-05-12,Kolkata,Bangalore,20:25:00,21:05:00,1480,1.0,In-flight meal not included,10703
Jet Airways,2019-03-06,Mumbai,Hyderabad,19:50:00,16:50:00,1260,2.0,No Info,24210
Jet Airways,2019-05-18,Kolkata,Bangalore,21:10:00,09:20:00,730,1.0,No Info,14388
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,14871
Multiple Carriers,2019-06-12,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Jet Airways,2019-05-09,Kolkata,Bangalore,16:30:00,18:15:00,1545,1.0,No Info,13941
Vistara,2019-05-18,Kolkata,Bangalore,20:20:00,20:20:00,1440,1.0,No Info,9555
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,6017
Air India,2019-03-01,Bangalore,New Delhi,05:50:00,09:15:00,1645,1.0,No Info,13439
Jet Airways,2019-03-18,Bangalore,New Delhi,16:55:00,05:05:00,730,1.0,In-flight meal not included,11087
Indigo,2019-04-12,Bangalore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Jet Airways,2019-05-18,Kolkata,Bangalore,20:25:00,22:05:00,1540,1.0,No Info,14151
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No Info,14714
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14924
Jet Airways,2019-05-09,Kolkata,Bangalore,17:00:00,14:25:00,1285,1.0,In-flight meal not included,9314
Indigo,2019-06-03,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,No Info,15764
Air India,2019-06-18,Bangalore,Delhi,17:00:00,19:50:00,170,0.0,No Info,6961
Jet Airways,2019-06-06,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8991
Jet Airways,2019-04-01,Bangalore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Jet Airways,2019-04-21,Bangalore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Jet Airways,2019-06-01,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,7229
Indigo,2019-03-18,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Vistara,2019-03-15,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,6688
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,12192
Indigo,2019-03-01,Bangalore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,8707
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,12898
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No Info,14629
